element_id,part_num,color_id,design_id
6540074,98138pr0446,15,112549
6554486,22388,27,35344
6558188,973c22h01pr9995,4,
6549670,5841,182,7191
6553192,973c02h02pr0010,158,76382
6554325,48165,70,48165
6551351,52031pr0006,29,114073
4179831,3665,73,3665
6540122,10112559,9999,
6057454,64391,73,64391
6111370,41770,73,41770
6573537,6908,78,6908
4161338,41770,73,41770
6586464,7276,1,7276
6544813,28621pr9609,0,113314
6544871,33464pr0005,4,113372
6544880,28621pr9599,4,113381
6569491,13565,308,13565
6544819,28621pr9603,272,113320
6292971,98721,1,98721
6560150,28621pr9545,1089,114368
6574678,68495pat0004,15,68495
6070671,3623,73,3623
6179299,47510pr0005,73,47510
6582452,6582542,9999,
6582453,6582542,9999,
6344913,50955,0,50955
6560244,3043,25,3043
6649894,6064,70,91941
73667,298c03,0,73587
6563948,42205,72,42205
6569663,39888,71,39888
6540617,87079pr9840,71,112722
6551141,73764,71,73764
6562119,75c29,71,76931
6632821,111908pr0001,0,112214
6567120,30561,4,30561
6096092,6086,0,6086
6570387,2412b,47,35248
608626,6086,0,6086
6554200,3665,272,3665
4550927,30373,0,30373
4143982,3684,0,30499
4245412,45481,236,45481
4245414,45462,1007,45462
4157658,31028c02,18,
4172105,6632,73,6632
4179834,4070,73,4070
6559907,114351,9999,114351
6537438,90397pr9999,322,
6101062,75121pr0010,73,75121
6552654,5520,29,5520
6566725,973c20h01pr0002,326,76382
6568114,79897,29,79897
6175126,98721,5,98721
6580403,11153,323,7562
6541316,59895,72,59895
6544201,28621pr9639,78,113271
6559520,112607pr0001,5,114333
6034350,13532,73,13532
6544850,28621pr9608,1138,113351
6544840,3068bpr9288,15,113341
4160875,41769,73,41769
6501710,5924,71,5924
6569357,79491,71,79491
6540622,5404pr0001,71,112727
6541237,970c26pr0010,15,112790
6559787,78522,72,78522
6505109,3068bpr9685,10,109735
6532005,7251,85,7251
6558989,5654,71,5654
6546105,6141,80,113470
6567516,973c30h30pr0008,179,76382
4193340,3022,73,3022
6541271,30361cpr0025,15,112824
6551177,24246pr0059,19,113981
6577047,79491,19,79491
6551172,7370pr0001,226,113976
6575778,3033,308,3033
6576543,92456c01pr0135,78,73141
6577046,110193c01pr0007,85,110193
6574305,41612,0,41612
6551186,101117c01pr0008,0,113990
6017021,92198pr0002,78,11812
6551181,36187c01pr0061,0,113985
6062103,28649pr0004,78,16551
6564586,13760,0,31592
6153593,98374,1103,98374
6551265,32064a,272,31493
6570773,98283,272,98283
6550139,3245c,15,3245
6546195,10113524,9999,113524
4107936,31111pr0018,2,
4143729,4248pr0002,15,40069
6514315,51283,47,51283
4569754,3626bpr0638,78,88838
6003625,3626cpr0970,78,10346
6253366,44661,14,35265
4240181,45467,0,45467
6049711,92456c01pr0038,78,92456
4240265,48424,236,48424
6551179,92198pr0088,78,113983
4144058,40272pr0002,19,40272
6568015,3172,288,3172
6568018,92950,212,92950
6551187,28649pr0022,78,113991
6573118,92815c01pr0010,78,73161
6570754,87620,379,87620
4143629,2257pr0001,8,74578
6581815,87552,46,35378
4587312,30103,0,90394
4261697,47469pr0001,85,52784
6652311,16709pat02,19,5963
6586720,109866pat0001,10,109866
6548262,3024,15,3024
6575779,48092,378,48092
6539361,65700,4,65700
4120378,33081,17,33081
4201235,3003,73,3003
4255808,970c32,73,73200
4128580,2431,73,2431
6541847,14769pr9954,15,112932
6552099,3022,15,
6546199,10113528,9999,113528
4164285,42022pr0001,15,42473
4566845,47757,0,47757
6017028,92198pr0003,78,95514
6017024,92198pr0006,78,11814
6568614,10114645,9999,114645
6559513,3943b,27,3943
6559512,3943b,191,3943
4569486,3626bpr0632,78,88735
6540073,11477pr0049,26,112548
6553528,973c69h69pr0002,70,76382
4597398,3626bpr0721,78,92863
6551352,6180pr0041,0,114074
6519452,110289,0,
4619544,3626bpr0789,78,95266
6569354,4585,71,4585
4569715,3626cpr0635,78,88820
6544858,11640pr0007,484,113359
6544833,28621pr9605,78,113334
6544860,28621pr9601,1137,113361
6565367,11092,1103,77030
6003610,3626cpr0961,78,10337
6636799,3626cpr2587,78,38296
6567618,973c09h03pr0004,85,76382
6003877,3626cpr0974,78,10385
6004119,3626cpr0975,78,10412
6573085,92816c01pr0013,78,73141
6570775,32607,378,32607
4518438,30383,4,
6552098,3020,15,3020
6271277,41750,0,41750
6552101,3034,15,3034
6550141,3460,15,3460
6035094,30141,72,30141
6303439,18945,25,18945
6029342,3626cpr1116,78,13381
6178066,970c03pr9952,0,30914
6174206,973c03h03pr9889,1103,76382
6177056,3626cpr9942,484,30534
6178026,973c29h19pr9886,212,76382
6038713,42021,0,42021
6546197,10113526,9999,113526
6514138,60601,40,35315
6141522,25494,9999,
6578913,973c38h10pr0002,191,76382
6544483,3171,322,3171
4163970,2609b,0,2609
300526,3005,0,3005
4144035,30599pr0001,8,
4163635,41750pr0001,272,42474
4219836,37,72,
4505910,3678a,15,
453201,4532,15,4532
4248537,50948,0,50948
6142318,22391,0,22391
4251028,48819pr0006,89,51939
6587199,6587,72,
4257210,50662c01pr0001,85,50662
4261695,47471pr0001,73,52777
4243861,3005,1091,
4551255,3626b,57,
4501927,58846,0,58846
4144438,40656,9999,40656
4153473,6836,11,6836
6586780,109866,78,109866
6587111,69953c01,0,69953
6569573,3675,14,3675
6606108,13785,25,6959
6565473,43723,321,43723
6548256,3003,15,3003
6568020,33172,288,20086
6573535,6823,78,6823
4238524,3626bpr0367,78,50455
4625156,3626bpr0800,78,96293
6518956,5404,70,5404
6588448,55981c01,4,
4261140,48819pr0010,272,50649
4596604,3626bpr0705,78,92682
6570783,5091,70,5091
6569395,19917,84,78126
4596330,3626bpr0708,78,92635
6544827,28621pr9598,25,113328
6544834,28621pr9604,15,113335
6540702,65702,15,65702
4268630,40874,3,
4507140,3626bpr0444,78,54609
6574819,50665,10,50665
4514155,3626bpr0509,78,60665
6566347,3068bpr9980,2,114566
6592858,68516,26,7815
6561143,3685,272,3685
4285328,3626bpr0444,78,54609
6560148,87079pr9839,72,114366
6546460,68013,323,68013
6546458,49308,30,49308
4612048,92744pr0001,78,93695
6177489,92456c01pr0023,78,92456
6544191,970c03pr0067,0,113261
6544192,28621pr9637,78,113262
6553544,65735,70,65735
6583511,11153,28,7562
6632608,3005pr0026,73,119177
6174232,3626cpr2106,78,4892
6541267,16957pr0001,179,112820
6541269,970c30pr0008,179,112822
6530361,65700,4,
6560530,28621pr9593,78,114383
6531933,5654,4,
6195436,29115,0,29115
6556018,60808,29,60808
4157796,31110pr0015,18,
6548276,11477,15,11477
6554198,11477,272,11477
6101316,11408c01pr0008,78,11408
6100638,92198pr0092,78,19611
6101044,92198pr0017,78,19695
6606096,2476a,28,8131
6087536,3626cpr1531,78,18685
6490174,47407,19,29172
4144034,30599pr0002,0,
6507834,1762,80,67412
6469843,98834,4,98834
6550150,11211,15,11211
6548274,52107,15,52107
6548255,2431,15,2431
6555737,3001,212,3001
6483640,108249,9999,108249
4209683,47406,0,47406
4261134,48819pr0009,288,50650
6550152,15573,15,15573
4544095,3049d,71,3049
6550131,2310,15,2310
6408603,22391,0,22391
473527,4735,8,
4497194,2449,15,2449
4166440,2607,1,2607
4164203,3069bpr0064,14,42472
6552205,87994,15,17715
4160334,41767,0,
6351408,27976,0,
32073194,32073,71,
4114781,4624,4,4624
6558410,50689,31,50689
4589161,3814,10,
6543653,24634pr0002,5,113175
4238536,47855,72,47118
4568891,3814,2,
4160349,41768,0,41768
619609,6196,13,6196
4114030,30182,14,30182
6544859,28621pr9600,4,113360
4112068,6511,15,6511
6544820,28621pr9602,1089,113321
4114132,3037pr0009,15,83124
6554191,3023,272,3023
6548258,3005,15,3005
6570388,54200,52,35338
6540621,4162pr0123,71,112726
6559511,3943b,5,3943
6548260,3022,15,3022
6554424,973c03h02pr0014,0,76382
6544189,28621pr9636,78,113259
6546160,5532,28,5532
6553497,973c27h02pr0012,15,76382
6560149,90498pr0034,0,114367
6552096,3005,15,
4296789,50956,0,
6231942,24201,321,24201
5210651,4162,72,
6552155,43710,15,43710
4274194,4274,71,
618639,6186,20,6186
6552189,76959,15,76959
6015922,3626cpr1081,78,11513
6552174,48165,15,48165
6526061,24309,323,24309
4652409,98374,70,98374
6586470,35649,15,35649
6551353,32474pr0004,15,114075
6149684,92456c01pr0107,78,92456
4261674,47470pr0001,2,52776
6467815,33243,29,33243
6514087,46212,45,35274
6289701,3795,5,3795
6550184,77850,15,77850
4143913,30599pr0003,25,
6551134,6332,5,6332
6395375,73562,0,73562
6514107,59349,41,35286
6253144,18671,0,18671
6554223,78329,272,78329
6550148,4477,15,4477
6560065,10114355,9999,114355
6501660,41835,28,41835
4644754,41767,0,
4261143,48819pr0011,72,50648
3038326,30383,0,
657702,4265b,7,6577
6558992,41749,71,41749
6554053,53119,84,3441
6552653,35394,14,35394
302342,3023,41,
6586348,99464,191,101646
4288241,46667,0,46667
6097491,3747a,272,3747
6621862,43712,72,8132
6595691,5841,84,5841
6560609,4460b,3,4460
4505670,31111pr9979,14,
6568022,3665,212,3665
6573545,47753,70,47753
6555734,74166,323,74166
6210749,18585,0,18585
6546463,79393,226,79393
6549674,88293,85,88293
6546461,90195,323,90195
4652575,3626cpr0901,78,99834
6567121,99930,484,99930
6566917,25128c02,3,25128
6544918,112132pr0001,85,113394
6598217,2637,70,2637
6056822,30132,72,88419
6399751,4856b,0,4856
6510530,26603pr0028,2,109942
6511008,4190,14,4190
6555105,35044,212,35044
6555104,93604,212,93604
4636566,54873pr0004,78,97475
6546468,38317,78,38317
6546469,85080,78,85080
6170566,2921,0,28917
6553745,62711,226,27058
6545843,5520,4,5520
6550145,3659,15,3659
4625152,3626bpr0799,78,96289
6055158,48933,0,48933
6005430,47759pr0002,0,10508
6144825,3626cpr1882,78,26029
6552184,49308,15,49308
6550175,35480,15,35480
6573534,6822,78,6822
6345669,98374,484,
6562760,59349pr0038,4,114449
6567193,2431pr0229,71,114593
6567194,4162pr0124,71,114594
6560147,3069bpr9898,0,114365
6551182,92198pr0089,70,113986
6570751,40066,379,40066
4154925,30599pr0004,4,
4622287,92753pr0001,78,95703
4578677,87414,0,87414
6550177,49307,15,49307
4651751,98608pr0001,78,98608
6514175,92474,47,35375
4143908,30599pr0006,22,
4596331,3626bpr0709,78,92640
4634073,3626bpr0850,78,97415
6552108,3710,15,
6636139,2676,484,2676
6587104,23950,1,23950
6548266,3710,15,3710
6375706,47458,0,81300
6595205,2453b,272,2453
6039194,11215,0,11215
6476042,77180,320,4581
6171066,76766,0,28964
6548272,6134,15,6134
4268863,53346c01pr0001,151,53346
371051,3710,15,
6609229,2123,0,7993
6558994,41750,71,41750
6551384,50947,0,28960
6554240,5841,272,5841
6561358,66789,70,66789
6546471,85080,158,85080
6303098,18721pr0002,14,
6558194,102264,297,
4143607,4066pr0010,14,
6510070,1748,71,1748
4255555,6463c01,15,
6549658,4460b,25,4460
4154163,40722,4,
6567045,47847,15,54782
6640378,2853,14,8232
6588423,55981c01,297,
6562442,50689pr0002,5,114446
6550189,85984,15,85984
4568735,3626bpr0657,78,88570
4273094,3626bpr0427,78,53617
6033760,92753pr0001,78,12221
41554,86500,15,
4569550,3626bpr0634,78,88757
6552106,3665,15,3665
6551137,7199,297,7199
6544187,28621pr9633,78,113257
6553742,38800,29,5961
6554333,80543,70,
6552594,973c44h13pr0001,14,76382
4652300,3626cpr0897,78,99788
265326,2653,0,2653
6162892,26603,0,26603
6546481,2449,14,2449
6554312,41769,5,41769
4154951,30599pr0005,14,
6593079,98281,320,98281
6567191,3005pr0060,71,114591
6567192,4162pr0125,71,114592
6571423,970c22pat70pr0001,4,114687
4238621,3626bpr0342,78,49035
4568730,3626bpr0654,78,88560
6077902,11408c01pr0007,78,11408
6310240,14520,0,
4141461,33286,118,33286
4287159,54200,0,
6551132,6332,191,6332
6582563,973g03c02h03pr0001,0,78568
6566240,973c65h22pr0001,323,90811
4216737,30646b,71,45695
6560156,89681,10,89681
4550489,3626bpr0583,78,86463
4218581,47458,0,
6549415,80017,4,80017
6551501,28621pr9544,78,114084
6328095,70681,0,70681
6576907,69558pat0002,84,69558
4253815,52107,0,52107
6574116,18277,71,18277
4240302,6016,0,
4141048,33286,25,33286
6568559,5845,70,5845
4254511,51728pr0003,80,
4153513,33286,4,33286
4550307,64805pr0002,70,86441
4153465,4865a,74,4865
4252454,4066pr0063,0,
6548817,28621pr9903,15,
300426,3004,0,3004
6579921,64954,70,64954
4143430,3005pr9996,8,40038
73029,upn0189c02,7,
6185327,2544,0,2544
6477141,38320,0,3273
6535028,95225,70,33461
6593084,32739,1,32739
6413995,28974,71,28974
73028,upn0190c02,7,
6573541,79389,78,79389
6314444,98374,308,98374
6347310,44861,0,44861
6550135,3010,15,3010
4494062,upn0216,72,
4515368,60478,0,60478
4198367,45590,0,45590
6481439,26603pr0004,272,107664
6583922,3068bpr0448,15,115544
6567117,80796,182,80796
4107765,6553,0,6553
4541191,61409,0,61409
6543639,11602pr0011,0,113172
4582541,3814,78,
4240866,46154pr0002,40,51103
6287856,98138pr0056,84,26819
4180518,43721,0,43721
6390747,48165,0,48165
6464425,3062bpr9965,321,105566
6546467,38317,158,38317
6223678,24855,70,24855
6544194,28621pr9635,78,113264
6509245,37364c14,71,107007
6542268,5257,320,5257
6040297,43710,0,43710
6540618,6636pr0049,71,112723
6424005,15470,297,
6566578,2277c01,0,35642
6541241,970c05pr2531,272,112794
6588453,112355c01,179,
446024,4460b,14,4460
6176768,13548,0,13548
6040298,43711,0,43711
4543329,54873pr0003,78,85409
4551320,3626bpr0593,78,86752
6290416,50373,0,50373
6630910,28621pr0895,15,99574
300926,3009,0,3009
6525855,52031,191,52031
4124382,3626bpr0274,14,
6205362,970l03r73pr1299,0,
4636671,54873pr0005,78,97487
6609260,6801pr0008,1,
6303358,16701,0,
4185583,30363,0,30363
6078886,41767,0,41767
6170521,90194,71,28842
6544254,5794,212,
6398319,48729b,4,41005
6192796,89522,4,34078
4275337,973c02h02pr1136,78,76382
6568584,113558,71,114641
4254421,51710pr0002,1,
6313116,11476,0,65458
4141050,33286,115,33286
4162509,33286,0,33286
4263949,54200,0,
6019659,92816c01pr0001,78,92816
4654999,973c02h02pr1983,78,76382
6510069,1748,19,1748
6228987,32952,0,32952
6600177,25971pr0001,226,
6519453,110290,0,
6250020,41682,0,41682
4570397,43720,0,43720
4155027,30598pr0004,2,
6598025,69729pr0065,71,116732
6551530,10114111,9999,114111
4141458,33286,10,33286
4180413,43710,0,43710
6559514,3942c,5,14918
4644456,30136,0,30136
4218804,3005pr9996,72,
6574420,10114795,9999,114795
4141060,33293,11,33293
4141157,6874,74,6874
6555107,970c27pr9998,15,
6438608,98560,1,98560
6034007,46304,0,
4173443,973c22h27pr0112,4,
6559442,65203pr0033,78,
6569561,105143pr0003,70,107605
6565919,43711,378,43711
6531941,10111843,9999,
4296790,50955,0,
6566731,973f017pr6602,0,76382
6543640,42509pr0015,29,113173
4568737,3626bpr0659,78,88574
4596307,3626bpr0704,78,92605
4254731,51106pr0001,272,51106
6103041,92198pr0021,78,20035
6019003,92456c01pr0009,78,92456
6279754,43720,0,43720
6551706,82445pr0003,226,114139
6583512,11153,4,7562
6544176,28621pr9634,78,113250
6542270,5260,320,5260
6301912,47759,0,47759
6576281,1753,4,1753
6540623,5404pr0002,71,112728
6100634,92456c01pr0061,78,92456
6545657,30987,72,30987
4177227,6272c01,0,43445
6375989,80516,322,
6546124,25269,80,113489
4596314,3626bpr0707,78,92620
6146307,50373,0,50373
6598190,80324,320,80324
6546135,14769,80,113500
6574417,10114794,9999,114794
4184110,3942c,272,3942
4552646,62462,80,86849
6050202,47451,191,
6375972,68547,52,68547
6534728,79387,15,79387
6475203,3504,0,3504
6106304,50955,0,
6167667,11610,71,11610
4283074,54125pr0003,484,
6538445,11610,71,11610
6199468,33492,0,33492
472926,4729,0,
4290382,30375,80,55526
4296514,43898,80,56640
4162443,30414,0,30414
6575695,10114870,9999,114870
4495345,55981,80,57754
4218353,3005pr9996,25,
4144037,30598pr0001,1,
4506721,4503,80,59858
4144036,30598pr0002,25,
6593081,68297,326,68297
4164229,33286,462,33286
6642300,3626cpr2948,14,56663
6392874,32739,0,32739
4178006,2909c04,4,41475
4156376,31202c01,4,
4504382,54200,0,54200
4516563,2016b,0,
6510068,1748,15,1748
373726,3737,0,3737
6088585,11253,0,18747
6591597,973c09h27pr9999,85,
6650651,10120456,9999,
6595519,973c46h05pr0003,1050,76382
4179169,76138,4,41838
6418459,2186,15,
4255557,6464c01,15,
6566374,14769pr0032,4,114569
4143544,32560,19,32560
6454564,118092,15,
6577425,2446pr0003,0,114915
6273708,42003,0,42796
6586472,7126,19,7126
6586471,5906,19,5906
6577426,67095pr0011,14,114916
6594872,7096,1147,7096
6591737,43898,1147,43898
6051422,2412b,80,15561
6092106,3062b,80,18860
6051507,6141,80,15570
6548254,2420,15,2420
6543641,42509pr0016,29,113174
4249040,2412b,80,51815
4240885,40513pr0011,378,51107
6043921,92198pr0003,78,11815
6102957,28649pr0007,78,19996
6019130,92456c01pr0008,78,92456
4260036,3834,80,52545
4569374,87777,80,88701
6552168,29120,15,29120
6600469,10116995,9999,116995
6660799,35692,33,35692
6554483,25379,1145,25379
6580400,11153,70,7562
6551493,5257,3,5257
4580536,89801,80,89802
4528457,50950,80,63278
4528609,54200,80,63290
6540619,3005pr0061,72,112724
6540620,6320pr0001,71,112725
6562118,75c34,71,100740
6554330,50955,70,50955
6106305,50956,0,
4528741,3068b,80,63327
4248345,50943,80,51688
6595786,76925,70,76925
4246912,30031,80,51723
6589866,41835pr0005,379,116102
4284378,30602,80,54415
6571692,28621pr9494,14,114699
6138173,11211,0,11211
6551522,26603pr0174,19,114105
4547937,48729b,80,86022
4508536,4729,0,
6551507,28621pr9541,78,114090
6302092,65803,0,65803
6578804,973c10h27pr0003,320,76382
6551514,970c27pr0048,15,114097
4506011,3844,80,59600
6397504,44375b,226,44375
6632462,98382pr0001,84,15912
6571683,28621pr9500,14,114690
4506013,2594,80,59602
6574414,10114793,9999,114793
6578666,115061,1,
4177892,33286,2,
4112208,71740,9999,
6514078,15207,1095,35255
6227901,37776,0,37776
4113980,3754pr0008,19,
6267045,54657,0,54657
6596844,7421,25,7421
6591006,115499pat0003,4,
6514461,81911,40,81911
6584248,970c38pr0005,191,115607
6595712,7221,321,7221
6598264,23187,484,23187
4157655,31030pat0002,18,
4156466,3664pr9994,14,
6527809,1748,14,1748
6553227,6320,71,
4255564,6470,1,
4189432,45533,9999,
6533580,80674,27,
6571048,3384,41,5378
6595521,973c60h46pr0001,272,76382
4166487,2269pr0001,462,
4156305,31212pr0001,1,
4143164,75725pr0002,15,
4125518,31282,22,
6527027,4042,10,4042
6052796,90258,0,
6411162,970c27pat03,15,79690
4275333,78c03,135,23001
4506014,30273,80,59604
73408,4493c01pr0011,15,73392
4290384,30377,80,55528
4519318,30385,80,61749
4239219,30518,4,30518
6578803,973c01h02pr0002,14,76382
4290383,30376,80,55527
4654326,2447,82,70651
6543638,69901pr0010,31,113171
6543636,970c27pr0038,15,113169
6546602,73832,323,73832
6557681,7373,15,7373
6473691,5489,297,5489
6551494,1748,26,1748
4170018,42093,25,42093
6051417,71015,82,15560
320001,32000,15,
4112962,30117pr0007,42,82972
6266295,50956,70,50956
4505182,2447,82,59456
4141227,6177b,26,6177
6327005,66857,84,66857
6540615,63864pr0066,72,112720
6051839,89159,82,15600
6567190,7435pr0001,71,114590
4519317,30385,82,61748
6640384,2853,71,8232
4141049,33286,11,33286
6547134,66857,84,66857
6296382,15303,52,29340
4587309,90462pr0002,82,91630
4118955,76177,9999,
6170771,42060,0,42060
4143539,32474,0,32474
6051386,62462,80,15555
6115654,98161pr0003,84,20957
6269869,53540,0,
6432030,47905,14,47905
4275382,78c05,135,23006
6115682,98163pr0003,84,98163
6578667,115062,4,
6167286,4739a,84,28699
4153043,30663,7,30663
6115622,98159pr0003,84,20951
6596239,98726,1145,76782
4287800,6256,82,55025
4249039,6141,80,15570
6051823,3069b,82,15598
4587930,90398,82,91824
6598626,6348,92,6348
6573945,32016,10,42128
4521993,3003,82,62404
302426,3024,0,3024
6591735,44375b,26,44375
6591733,53454,5,79805
6591749,53454,26,79805
6521956,80683pr0001,70,110549
6594850,75937,26,75937
6317979,3068bpr0045,72,69815
6594861,5904,14,5904
6595808,49663pat0005,3,49663
6583923,3068bpr0447,15,115545
6597007,32580,1,32580
6585259,7068,41,7068
6595520,973c60h27pr0002,1050,76382
6594899,10187,226,10187
6594897,7610,78,7610
6596883,35394,29,35394
6591743,39262,212,39262
4141187,3648b,19,3648
6115656,98057pr0003,84,20959
4240883,40512pr0002,379,51105
6543637,34050pr0004,71,113170
6543634,970c27pat03pr0002,15,113167
6049685,92456c02pr0060,84,92456
6161541,98138pr0059,84,28226
6526471,57519,0,57519
6056384,30165,84,30165
6559760,59900,28,28701
6578727,973c05h02pr0009,272,76382
4590833,90396,84,90396
6117405,98138pr0022,84,21612
6557464,87990,378,18227
6030266,47905,4,47905
6553744,973g27c02h02pr0003,15,78568
6554505,973c27h02pr0014,15,76382
4177150,42060,0,
6578801,973c10h02pr0012,320,76382
6542273,66790,15,66790
6017034,92198pr0001,84,11816
6064765,93568pat0002,84,16987
6546601,7452,71,7452
6541258,28621pr9551,78,112811
6064377,98138pr0022,84,16887
4141530,33286,15,33286
6621859,43712,84,8132
6177338,92456c02pr0214,84,92456
6546159,76776,15,76776
6276875,53540,0,53540
6151870,98385,84,98385
6152676,98138pr0056,84,26819
6598218,64644,1,64644
6100154,95225,84,95225
4127972,4127972,9999,
6115650,98160pr0003,84,20956
6082516,62810,84,62810
6544950,970c03pat27pr0006,0,113399
6350415,78329,0,78329
4153706,30663,6,30663
6594903,3701,84,3701
6585258,50303,272,50303
4130340,3023,68,
6551194,10113995,9999,113995
4206390,2275c01pr0001,462,
4622092,93568pat0001,84,95686
4124296,33270,503,33270
6102983,4739a,84,4739
6102959,2921,84,2921
6541179,970c75pr2124,0,112768
6524484,41879apr0005,321,111123
6584875,32607,320,32607
6594906,15469,320,15469
4569624,3005,84,3005
6594886,23443,1146,49755
6594853,44375b,1146,44375
6151872,15443,84,15443
6594904,80674,15,80674
434203,4342,18,4342
6594848,25516,15,25516
6443454,1993,15,1993
6586672,3070bpr0243,14,115900
6584127,3068bpr0487,226,115577
6606762,6141,31,6141
6605053,24866,1146,24866
6212919,87754,0,87754
4114335,71864,47,71864
6562624,89680,72,89680
6481596,92198pr0339,78,107738
6661102,5401pr0001,47,107524
6102979,2453b,84,2453
6553783,973c27h27pr0019,31,76382
4240865,30650pr0005,40,51102
6021476,92198pr0009,84,12760
6136548,92198pr0026,84,24993
6559371,973c25h25,378,76382
6542272,15254,29,15254
6426726,66790,15,66790
6568527,85974,4,85974
6587973,8006,1145,8006
6541272,10112825,9999,112825
6162292,41879a,84,41879
6540614,6636pr0050,72,112719
6002750,10048,84,10048
6578735,973c22h02pr0008,4,76382
4141197,33286,14,33286
6578753,973c10h02pr0011,72,76382
6551511,28621pr9540,78,114094
4569381,3009,84,3009
4569383,3008,84,3008
6551505,28621pr9542,1089,114088
4569536,3622,84,3622
4569470,6182,84,6182
6393322,44865,0,44865
4646202,98085c01,84,98653
4527984,42060,0,
6006758,10170,84,10170
6587603,1148,15,1148
6133119,3648b,72,24505
6595810,41811,272,41811
6595522,973c60h05pr0001,15,76382
4615253,93551pr0001,84,94469
6595523,973c46h05pr0002,15,76382
6587598,21849,41,35328
6585257,50373,272,50373
6055383,98138,84,98138
6567046,91405,484,91405
6587599,69320,41,53505
4144024,32530,0,32530
6154809,973c28h01pr0009,4,
6565018,10114510,9999,114510
6062750,93551pr0001,84,16653
6567044,26604,84,26604
6604936,20695pr0001,484,20695
6602218,7096,85,7096
6006754,10169,84,10169
6052788,15254,84,15254
6602215,5532,379,5532
6590488,116116,47,116116
6594030,29119,85,29119
6097524,88323,84,88323
6595283,973c22h01pr0020,4,76382
6587930,37352pr0005,14,115953
6619648,10118886,9999,118886
6592968,10116254,9999,116254
6584412,88293,191,88293
6584406,87559,191,87559
6584410,5845,191,5845
6584408,15706,191,15706
6584402,87375,191,87375
6652427,80543,71,7734
6575545,5844,15,5844
6607287,10117675,9999,117675
6610037,973c43h43pr5570,5,76382
6609989,74230pr0001,29,117815
6601894,973c12h14pr0002,72,76382
6662107,3626cpr2224,14,32729
6598674,60594,272,60594
6602341,973c19h01pr0003,70,76382
6601465,4865b,1062,26169
4170056,6177b,15,6177
4295570,3959,71,
6553854,973c03h27pr0009,5,76382
4221097,48003,70,48003
4240864,45402pr0002,40,51101
6554411,973c27h02pr0013,15,76382
6549571,37364c36,5,107007
6540616,69729pr0057,72,112721
4618522,87990,84,87990
4175459,973c22h01pr0012,4,73403
4221502,2525pr0011,15,48985
4223364,48654pr0002,14,48654
6055384,98138pr0018,84,15828
6033731,13393pr0001,84,13930
6546881,87580,78,87580
4112585,30137,0,
6578752,973c43h70pr0001,0,76382
6580402,11153,322,7562
6540666,10112731,9999,112731
6110042,18585,0,18585
6018900,92456c02pr0010,84,92456
6078998,16475pr0001,84,18108
6602012,973c27h01pr0048,15,76382
6575786,7874,0,7874
4518845,61069,85,61069
6596349,33051,2,33051
6596363,80031,288,80031
6596364,68547,71,68547
6592329,32000,326,32000
6548294,77844,15,77844
4200326,42003,0,
6596359,7512,320,7512
4655387,973c09h27pr2150,85,76382
6602617,3262pr0008,179,117250
6587931,7249pr0001,14,115954
6530834,10111781,9999,111781
4224935,6091,85,6091
6610517,116406pr0009,25,116406
4211627,30044,71,30044
6584676,34337,0,34337
6530830,28621pr0055,78,111779
6584640,42863,15,42863
6059256,43712,85,43712
6466641,64867,182,
4550379,973c09h31pr1482,85,76382
4205230,44141,148,44141
6595696,970c27pr1682,15,116598
6640093,10112517,9999,119375
6603264,973c03h26pr2716,0,76382
6603807,973c27h03pr0005,15,76382
6602023,16471pr0001,19,117237
6592327,7961,19,7961
6592328,24946,2,24946
6592325,68495pat0006,47,68495
6610520,116406pr0004,84,116406
4218700,47457,85,47457
6537204,87079pr0109,71,112337
6592330,93606,326,93606
6595698,98138pr0104,326,116600
6595915,36841,326,36841
6602018,47545pr0001,378,117235
6584330,24130,47,34820
6588407,11610,297,11610
6537203,970c27pr0059,15,112336
6592326,7961,15,7961
6599436,67095pr0045,0,116863
6610522,116406pr0005,308,116406
6596696,65803,72,65803
6610521,116406pr0007,0,116406
6591609,973c03h01pr9995,0,
4586410,970c09,85,73200
6112833,98069pr0003,84,21069
6112806,37407pr0001,84,21061
4225237,3032,85,3032
6073778,47456,85,47456
4225262,6556,85,6556
6022076,3032,85,3032
6535361,7307,84,7307
4587043,61506,85,61506
6152517,30367c,85,30367
6542590,41879apr0006,191,113116
6186675,20482,0,31561
4648762,98238,85,98238
6568577,114637,47,114637
6104125,90509,85,18744
4240624,4865apr0009,15,51061
4205860,6177b,0,6177
4175468,973c03h01pr0091,0,73403
82335,belfig0001pr0007,18,82335
6551516,28621pr9539,78,114099
4121915,30137,0,
4567508,4286,85,4286
6598272,3020,41,5584
6567237,10114601,9999,114601
6109820,60623,85,60623
6276867,98313,0,49753
428410,4284,47,
4180455,3070bpr0048,0,
604147,6041,57,6041
4163659,3307,9,3307
4517749,52031,85,52031
4579032,6091,85,6091
74339,2500c01,15,
4287896,33212,85,33212
6186838,63868,378,
4143436,3648b,25,3648
4183032,3062b,351,3062
4173260,3070b,8,3070
4225242,3009,85,3009
4255409,54200,85,50746
306926,3069b,0,3069
6047276,11477,0,11477
4225140,3710,85,3710
4656482,3659,85,3659
4224871,3045,85,3045
6000650,99207,0,99207
6332453,69858,0,69858
4640613,92950,85,92950
4163940,41854,8,41854
4294399,52035,85,52035
4225241,6111,85,6111
4200503,3730,1,3730
