element_id,part_num,color_id,design_id
6244781,18990,47,35322
6245282,54200,52,35338
6225491,37680pat0001,19,37680
6212360,973c03h03pr4106,0,76382
6441349,12622c01,4,103961
6372163,27456pr0002,1,83492
6195271,18910,0,18910
6211932,10113,320,10113
4153431,40246,6,40246
6211962,973c10h03pr4102,320,76382
6219084,973g06c27h06pr4114,4,16360
6244881,98102,47,35379
6212873,970c06pat22pr1430,10,36600
6210720,29115,72,29115
6245292,18908,46,35297
6223858,45982,0,45982
6184796,18277,72,18277
6210814,30171,10,30171
6210139,973c27h02pr4046,15,76382
6208775,26697,15,26697
6210469,3960pr9993,15,36208
6171924,28125,78,28125
6213455,3626cpr2454,10,36275
6211968,970c28pr1189,1,36417
6210137,3626cpr2417,78,36143
6214880,970c04pat27pr1411,321,37000
6214879,973c04h27pr4076,321,76382
6244912,3065,52,35743
6222342,3626cpr2561,71,38026
6215042,61403,72,61403
6031825,32474,85,32474
6222271,3626cpr2559,0,38007
6227517,3626cpr2619,70,38810
6227521,973c34h19pr4321,25,76382
6222278,973c03h03pr4251,0,76382
6215044,32525,2,64290
6184813,17013pr0002,72,32809
6222337,973c02h03pr4252,0,76382
6219053,36454pr0001,70,37598
6222339,36451,52,36451
6219093,973c19h19pr4218,70,76382
4543478,64123,4,40636
6176818,3068b,379,3068
6245281,95344,0,29176
6206077,23851,326,34825
6214287,20286c01,47,36876
6212745,56630,191,21845
6214940,970c20pr1449,326,37011
6151066,4599b,19,4599
6214614,973c11h20pr4149,28,76382
6230192,18973pr0007,40,36957
444442,4444,41,
6210571,88489,288,88489
6210579,3626cpr2416,78,36234
6209880,973c23h01pr4040,84,76382
6209850,3626cpr2413,84,36054
6210499,3626cpr2441,78,36212
6232509,973c01h03pr4378,0,76382
6209901,973c02h35pr4042,288,76382
6213704,4499,2,4499
6214254,87693,27,88490
6209917,973c02h02pr4044,10,76382
6210439,970c35pat22pr1404,288,36204
6208807,35978,2,35978
6209893,3626cpr2415,78,36077
6210570,970c35pr1408,288,36226
6214255,4498,2,88413
6247352,31794,71,31794
6174458,14769,379,14769
6212906,92586pr0007,73,36615
6223000,36451,33,36451
6222263,973c05h07pr4250,272,76382
6218014,99206,321,99206
6227696,973c03h03pr4322,378,76382
6221611,57792,0,57792
6221185,87079pr0148,0,37737
6214223,3626cpr2486,78,36852
6289408,3626cpr3105,70,66741
6214925,973c20h02pr4143,326,76382
6186400,2454b,84,2454
6221612,22391,326,22391
6228370,25750pr0002,15,25750
6230373,3960pr0031,0,39061
6434893,30099,28,30099
6503215,35394,41,35394
6229146,39019,19,39019
6230486,973c21h27pr4346,297,76382
6440430,87079,288,87079
6119503,16434,25,18917
6221610,44375b,326,44375
6248918,60616b,70,35291
4536475,4580c05,0,
6033039,30374,2,30374
6192732,6523,1,6523
6240208,95225,308,33461
4629997,2339,4,2339
6214608,23947pr0001,326,36946
6221567,970c22pr1496,272,37793
4540540,48729a,80,55529
6236968,2453b,191,2453
6237886,973c03h02pr4459,0,76382
6237045,3626cpr2705,78,39711
6256051,57895,0,35295
6361951,53020,27,53020
6439171,13252,47,51477
6221561,973c05h22pr4238,4,88585
6221708,25972pr0001,0,37825
6449631,970c10pr2549,320,104737
6224460,14226c41,15,14224
6222474,3626cpr2563,323,38056
6223006,36451,35,36451
6230222,18675pr0008,47,38120
6245310,4740,182,35395
6213279,52031,5,52031
6221355,970c10pr1495,320,37761
6245253,59349,47,35286
6221350,973c10h10pr4237,320,76382
6394560,64225,272,64225
6212040,35480,320,35480
6221311,10908pr0008,320,37752
6222482,973c03h27pr4256,71,76382
6222824,38086,72,38086
6237256,970e05,0,84637
6309010,42918,70,42918
6232353,11153pr0003,71,39205
6232360,11153pr0004,71,39208
6250308,20952pr0005,15,47465
6223604,30923,0,30923
6222260,3626cpr2558,78,38004
6230431,3626cpr2630,15,39062
6236661,3626cpr2695,78,39629
6221781,37838pr0001,272,37838
6232319,98102pr0001,47,33375
6399461,33322,15,29171
6216930,10127,30,10127
6222461,970c03pr1500,0,38051
6222456,973c07h18pr4255,70,76382
6221209,36451,36,36451
6216928,10126,30,10126
6215572,37165,320,37165
6214113,3626cpr2485,70,36820
6214123,973c05h03pr4142,272,76382
6214981,35742pr0001,272,37021
6207742,21987,36,35583
6224461,88930pr0014,28,38387
6225864,3010pr0033,272,38575
6207178,35848,0,35848
6207270,35849,0,35849
6209952,21561pr0012,0,36088
6210421,35790,0,35790
6209949,90639pr0010,0,36079
6210422,35818,0,35818
6209951,26831pr0001,0,36081
6225837,2431pr0117,320,38570
6230327,64225pr0003,0,39052
6225159,32125,320,32125
6225844,3004pr0032,320,38573
6194729,3024,308,3024
6225888,3068bpr0371,28,38577
6226746,3245cpr0132,320,38685
6226792,3020,308,3020
6245259,22385,70,35341
6225914,3245cpr0133,0,38582
6199889,25269,26,25269
6177349,54200,26,54200
6221206,6134,30,6134
6223348,3626cpr2582,70,38208
6219450,973e019pr4219,15,76382
6223003,36451,182,36451
6219361,36489pr0001,1,37605
6223350,973c12h03pr4279,72,76382
6219441,3626cpr2530,0,37612
6207692,35863,326,35863
6211431,35826,378,35826
6235180,973c03h02pr4416,0,76382
6225879,3069bpr0221,297,38576
4170314,31442,8,31442
6210048,16598,30,16598
6212894,35735pr0001,15,36608
6212899,76371pr0125,484,36611
6212896,3437pr0108,46,36609
6215665,99771pr0004,14,37194
6213427,29304,5,29304
6348143,41677,71,44862
6384891,98138pr0273,15,99217
6217227,35750pr0001,15,37276
6209950,90639pr0007,0,36080
6221771,10154,30,10154
6240552,3005,52,35382
6209953,15068pr0023,0,36082
6209954,15068pr0024,0,36085
6226450,26603pr0015,27,38617
6411362,6091,25,32807
4247678,41819c02,19,41991
6212898,14222pr0004,484,36610
6235092,3626cpr2676,78,39445
6256058,57895,47,35294
6234539,6259,70,20430
6228963,2456,29,44237
6236668,973c11h02pr4442,28,76382
6236639,92263pr0002,73,39622
6235081,973c12h02pr4406,72,76382
6154121,26996,9999,
6238832,973c03h03pr9858,0,76382
6236566,11212,27,11212
6222273,47759,320,47759
4158849,40388,0,
6234157,3045,2,3045
4265270,2159,0,2159
4144257,32574,15,
6228813,54528pr0004,25,12117
6344384,98159pr0008,158,78367
6273224,87552pr0007,47,38621
6142391,25706,9999,
6195253,3626cpr9954,14,34408
6259066,2571,27,35253
6251222,92254pat0001,4,45256
6221214,93224c02pr0004,179,37189
6231761,973c36h01,5,76382
6225643,3245cpr0134,0,38530
6221479,3626cpr2547,15,37780
6225636,3245cpr0135,70,38528
6501612,11609,320,3498
6225630,3245cpr0136,70,38525
6223094,24087,29,24087
6385281,78443,28,78443
6227621,15427,308,29066
6251603,3069bpr0188,35,31830
6043846,973c03h01pr1188,0,88585
4583479,973c26h02pr1331,0,88585
6223153,3626cpr2538,14,38164
6220438,35694pr0001,4,37665
6223324,35697,2,35697
6232465,35757pr0001,84,37742
6224454,18832,70,18832
6224337,973g27c01h01pr4232,15,16360
6223683,35692,45,35692
6221316,3626cpr2540,14,37753
6214112,64225pr0002,27,36819
6326136,24246pr0019,323,73050
6259064,6059,27,35165
6313875,3228c,72,3228
6308526,3070bpr0217,29,67205
6284602,98138,73,35381
6142231,25692,9999,
6031012,973c27h01pr1196,15,88585
6023676,3069bpr0117,14,94875
6225642,3005pr0015,84,38529
4569085,30373,151,
6223566,35693,0,35693
6208538,15575,15,15575
6013298,30044,378,
6175927,2431,28,2431
6234542,45677,73,45677
6218360,3023,84,3023
6220441,3626cpr2532,14,37666
6221342,3626cpr2543,14,37757
6221477,970c32pr1489,73,37778
6224214,35699,226,35699
6223337,3626cpr2548,14,38202
6220483,970c22pr1481,4,37673
6221197,36184,25,36184
6223981,35763,85,35763
6223341,27149pr0076,27,38204
6223563,35692,34,35692
6223231,3626cpr2539,14,38176
6223347,3626cpr2550,14,38207
4118669,72639,9999,
4266902,3794b,28,3794
6224113,15424,19,15424
6194812,34337,70,34337
6213644,49668,71,49668
379423,3794b,1,3794
6084374,92925c01,71,92925
6221836,10202pr0004,15,37845
6469535,98138pr0382,14,106545
6225273,18895,71,31582
6221556,37038pr0001,72,37789
6210762,36268,70,36268
6170693,2421,0,28969
6225207,28606c02pr4271,4,28606
6313736,4510,70,4510
6507882,30374,41,28697
6224507,36112pr0001,0,38401
6224209,35759pr0001,1,38345
6223907,3846pr0010,15,38293
6224525,970c03pat27pr1494,0,38404
6223922,973c01h01pr4231,15,88585
6224464,38389,70,38389
6223903,18832pr0002,73,38292
6224344,35700pr0002,4,38366
6223188,64648,322,64648
6223877,35860pr0001,29,38283
6224478,38394,4,38394
6226655,16709pats01pr0014,212,38653
6223865,970c43pr1488,29,38276
6224470,2446pr0017,1,38391
6223436,3626cpr2545,14,38220
6223447,970c18pr1487,27,38222
6224506,970c28pr1493,1,38400
6224387,3068bpr0370,15,38374
6223892,18831pr0002,73,38288
6224432,973c03h12pr4233,0,88585
6459440,50955pr0003,15,105185
6224483,973c27h22pr4235,1,88585
6224363,35690pr0001,0,38369
6224339,16709pats01pr0013,272,38364
6223428,3626cpr2541,14,38218
6223441,3626cpr2546,14,38221
6224327,35700pr0001,15,38361
6224332,3068bpr0369,191,38362
6220453,973c22h03pr4222,4,88585
6223431,3626cpr2542,14,38219
6385253,78443,272,78443
6224453,970c19pr1492,70,38383
6221295,973c28h22,1,88585
6332186,11408c01pr0117,78,38556
6167940,21560,4,21560
6225015,3070bpr0184,14,38377
6223256,3626cpr2581,0,38183
6223120,19000,272,19000
4192779,44135,8,44135
6223270,973c24h03pr4274,379,76382
379424,3794b,14,3794
4186627,3794b,272,3794
6507811,1762,191,1762
6225239,3960pr9997,158,38475
6223747,3626cpr2585,78,38259
6181723,98385,379,98385
6214593,29304,70,29304
6212891,11197pr0001,71,36606
6212886,3011pr1007,15,36602
6214661,36969pr0006,15,36969
6208312,11169,85,11169
6212888,76371pr0124,15,36604
6208323,29304,27,29304
6212044,29988pr0007,30,36429
4261241,51675,226,51675
6244617,38783,31,38783
6208313,4890,226,4890
6210056,25550,71,25550
6214595,4895,14,76338
4598458,89652,191,89652
6354662,63868,28,42923
6261410,16925c01pr0142,15,35642
6179801,62812,25,62812
6217915,5102c40,0,26438
6223914,973c06h18pr4230,10,88585
6223857,973c29h01pr4228,212,88585
6224537,88646,25,88646
6221463,973c32h28pr4229,73,88585
6223370,3069bpr0220,15,38210
6221003,970c14pr1483,71,37724
6220986,3626cpr2537,14,37718
6223908,35709,484,35709
6224190,35763,25,35763
6223572,35762pat0001,26,35762
6223332,3626cpr2544,14,38201
6221000,973c14h14pr4225,71,88585
6224508,973g03c27h27pr4236,0,16360
6223442,973c09h27pr4227,25,88585
6223340,3626cpr2549,14,38205
6221301,970c12pr1482,72,37748
6224436,35691,0,35691
6221264,3626cpr2536,14,37743
6221691,3032,25,3032
6222476,3626cpr2566,78,38055
6218363,92593,84,92593
6218359,87079,84,87079
6093494,3020,84,3020
6120760,20398c01pr0001,85,21791
6223031,15207,272,15207
6223087,64798,19,64798
6222872,33464pr0003,78,38098
4621293,52924,71,52924
6396286,2449,321,2449
6224983,970c22pat03pr1503,0,38448
6385261,78444,2,78444
6218367,26601,25,26601
4215820,47474,0,
6224047,973c03h01pr4291,0,88585
6215670,99771pr0002,30,37196
6341958,40934pr0003,191,
6208550,35365,0,35365
6251600,3069bpr0187,35,31797
4667665,75121pr0011,19,75121
6133197,22385pr0050,57,24544
6209795,35103,15,35103
6099209,18922,71,18922
6223163,3960pr0036,191,38166
6223060,87079pr0160,19,38132
6225386,88289,0,88289
6221306,36994pr0001,0,37749
6223078,973g22c03h03pr4270,4,16360
6226639,973g22c03h03pr4262,4,16360
6227111,3039,40,
6245512,6124,45,28681
6223152,3626cpr2578,484,38163
6222800,3626cpr2569,78,38076
6223072,3038pr0001,4,38135
6223057,2454bpr0003,28,38127
6177318,3626cpr9998,78,30734
6223075,3037pr0003,272,38134
6223164,973c41h10pr4272,320,76382
6223933,93273pr9995,15,38253
6167280,30294,182,28696
4562879,31195,4,31195
6152075,26661,9999,
6223063,16709pats22,0,16709
6448327,3545,71,3545
4581376,41970,15,41970
4587368,6490,1,6490
6096110,92258,226,18637
6086927,92258,320,18637
6308956,3003pr9998,0,68918
6212206,43713,14,43713
6263466,90509,85,28922
6378797,32607,191,32607
6276067,15303,70,29340
6231857,64567,4,64567
6044677,970c03pr0154,0,92071
6223478,98087,72,98087
4539995,64947,9999,
6272235,92456c01pr0311,78,35862
6302295,68152,9999,
4194192,40996,46,
4144220,32568,25,
6315367,69238pr0001,4,69421
6269975,27147,15,27147
4547630,52828,4,52828
6252982,3960pr0035,52,38133
6254139,60603pr6006,41,38150
6470061,973c03h09pr0004,0,76382
6513863,65473,35,1986
6284589,98138,84,35381
6385280,78444,28,78444
6284444,970e10pr0001,326,65745
4563645,64327pat0001,288,86158
6268818,2423,27,2423
6178446,20877,320,20877
4542432,6111,25,
6214870,31170pr0003,322,36996
4217187,64123,503,40636
6353927,970c05pr2128,272,79567
6217913,5102c10,0,21767
6227170,98165pr0011,84,38755
6445351,64648,26,64648
6348061,15712,288,44842
6222798,25128c02,4,25128
6385218,970c27pr2225,15,1038
6262248,52812,14,52812
6194397,4268,2,34278
6308528,3070bpr0218,226,67206
6268960,4498,70,4498
6211778,61406pat0001,14,61406
6221855,973c05h03pr4248,272,76382
6221852,3068bpr0367,1,37848
6257558,31170pr0003,4,37077
6221734,87079pr0159,71,37831
6472397,4974pr0001,0,106803
6185551,24375,25,24375
6231887,93273pr9994,15,39133
6231886,2431pr0125,70,39132
6174966,29687,9999,
6191976,15445,72,33440
4140013,32213,14,32213
6273227,63082,71,42478
6188426,2577,0,2577
6230566,3010pr0042,15,39091
6230568,3004pr0037,15,39093
6230556,3010pr0041,4,39089
4612766,57563,179,57563
6227623,973c29h02pr4328,212,76382
6227101,973c32h02pr4318,73,76382
6268854,4332,0,4332
6227099,3626cpr2616,78,38734
6227095,98065pr0011,84,38729
6227203,973c43h02pr4319,29,76382
4215350,47122,117,47122
6271356,32015,72,41488
6227252,970c11pat19pr1522,28,38769
6227094,37407pr0001,84,38730
6222243,98086pr0003,72,37999
6215229,15452pr0006,14,37074
6215226,3011pr1011,15,37071
4161075,30129,6,
6217996,6474pr0006,4,37388
6215680,23233pr0001,14,37198
6250014,27370pr0005,14,46561
4595276,92553pr0001,379,92555
6375708,47458,4,81300
6268855,4332,70,4332
6280412,50923,25,50923
6238675,3062b,42,35390
6223113,19000,71,19000
6178438,11145,0,11145
6284414,64225,378,64225
6284413,98835,378,98835
6227073,3031,378,3031
6040195,973c27h01pr1271,15,76382
4569285,88687,4,88687
6230553,3010pr0040,15,39087
6208490,16434,27,18917
6230544,3245cpr0142,15,39084
6230554,3004pr0035,71,39088
6230546,3069bpr0235,0,39085
6230550,3010pr0039,15,39086
6230494,2431pr0123,72,39072
6230500,3069bpr0234,72,39074
6230518,3010pr0037,272,39079
6230520,3010pr0038,272,39081
6230516,2431pr0124,0,39078
6223294,973c19h02pr4266,70,76382
6214926,98223pr0002,4,37009
6209883,35088,14,35088
6223644,36048pr0182,15,38233
6222937,973c03h03pr4258,0,76382
6222939,973c27h03pr4259,15,76382
6222952,3626cpr2565,78,38112
6251249,47755,272,47755
6223874,98065pr0008,27,38279
4247193,51509a,1058,51509
6224049,98165pr0008,27,38316
6223239,3626cpr2579,78,38178
6223306,973c24h02pr4277,70,76382
6226515,970c05pr1518,272,38624
6227074,93274,378,21731
6233989,3010pr0043,378,39355
6234840,3245cpr0143,379,39442
6385155,973c27h14pr5937,15,76382
6176434,3027,15,3027
6223210,3626cpr2575,297,38172
6241592,47543pr0004,47,38215
6223233,970c03pr1506,0,38177
6225022,36036pr0001,0,38452
6171103,33320,72,28841
6155270,973c12h01pr1577,72,76382
6223296,973c26h02pr4267,19,76382
6223523,973c03h14pr4269,0,76382
6223303,36038pr0001,308,38194
6223297,973c01h19pr4268,14,76382
6223550,98100pr0006,15,38228
4586616,87858pr1645,15,87858
4586858,87767pat0002,78,87768
6223240,970c03pr1505,0,38179
6223932,3626cpr2587,78,38296
6223552,3941pr0001,15,38211
6223929,3626cpr2588,78,38297
6226358,38603,1,38603
6225498,3626cpr2602,4,38499
6225508,970c22pr1515,4,38503
6222955,970c27pr1502,15,38113
6222943,973c12h03pr4257,72,76382
6223718,98138pr0091,15,38255
6222953,3626cpr2564,78,38111
6233984,26601,378,26601
6225506,973c22h22pr4308,4,76382
6234828,63864pr0017,378,39441
6223853,6636pr0018,14,38273
6233985,3005pr0016,70,39354
6223213,3626cpr2574,70,38173
4162462,4066,484,4066
6221702,3626cpr2556,78,37821
6375713,47458,19,81300
6223881,37407pr0001,27,38284
4569620,48729b,135,88428
4505629,52027,272,52027
4654411,98604,27,98604
6284582,98138,25,35381
4519732,75c66,4,60781
4666510,42445,272,
6219463,36036,0,36036
6225711,87556pr0204,0,38557
6225703,973c12h11pr4310,72,76382
6221711,970c07pr1498,308,37828
6221674,973c03h26pr4246,0,76382
6221695,973c11h02pr4247,308,76382
6221728,92753pr0001,78,37830
6221732,61189pr0012,15,37832
6209722,14395,308,14395
6218088,6003,326,6003
6222885,30367cpr1015,179,38102
6385259,78444,272,78444
6222861,30361cpr1013,15,38093
6223052,970c11pr1504,28,38125
6223049,973c02h02pr4264,19,76382
6224343,36043pr0001,72,38365
6246845,18838,19,30938
6225256,36039pr0001,71,38483
6225583,973c14h03pr4306,71,76382
6225707,970c12pr1516,72,38545
6224356,973c12h03pr4295,72,76382
6225694,3626cpr2604,78,38542
6023590,973c34h19pr1388,25,76382
4566022,88060pr0001,85,88143
6225589,970c14pr1514,71,38523
6224365,970c12pr1512,72,38370
6226351,38597,72,38597
6230215,18675pr0009,40,28528
6219785,4079,19,4079
6223957,973c30h02pr4286,179,76382
6210272,35480,15,35480
6172134,64867,72,28625
6217791,11253,71,18747
6217790,27928,71,27928
6223945,970c03pr1511,0,38305
6223408,36032pr0001,15,38212
6223955,973c12h11pr4287,15,76382
6289717,3245cpr0175,71,66771
6221669,3626cpr2555,19,37808
6430995,98220,4,18488
6247795,30153,46,28556
4594955,92539,84,92539
6023686,4066pr0270,10,96151
6212092,11477pr0004,71,36438
6212095,2431pr0104,71,36441
6212093,3010pr0022,15,36439
6212094,2431pr0103,15,36440
4516979,3011pr0019,15,61322
4569783,31110pr0037,10,88276
4566627,31110pr0025,484,88264
4581253,3011pr0031,15,89910
4506007,51547pr0001,1,51547
4569779,31110pr0035,484,88274
6223284,11293,272,11293
4519969,2577,71,
6209997,27382,14,27382
6428260,35394,40,35394
6209998,35579,322,35579
6164314,3675,72,3675
6177804,30372pr0003,40,30863
6214346,18897,71,18897
6214347,18897,379,18897
6187727,30367cpr1012,179,33515
6187547,30370pr0012,15,33493
6245288,99774,72,29178
6174508,11399,0,11399
4494841,2498,41,
4566625,31110pr0023,25,88262
6468358,60593,322,3662
6224557,98065pr0009,378,38412
6355695,35701,226,35701
6225031,970c05pr1513,272,38453
6224721,98165pr0009,378,38431
6227597,3626cpr2623,78,38823
6225029,973c05h12pr4298,0,76382
6227605,973c26h02pr4327,19,76382
6258911,51280,9999,
4261321,6428,0,6428
4584877,6490,14,6490
4161836,2854,14,
4275365,45450,226,45450
6300320,20482,28,31561
6173705,3626cpr9996,78,29312
261844,2618,46,
6223944,970c03pr1510,72,38306
6185057,3822,25,3822
6051340,48729b,80,55529
6440841,10104048,9999,
396017,3960,77,
6194816,3626cpr2105,14,34339
6382944,973c27h14pr5911,28,76382
6251251,43720,272,43720
6178243,32580,73,32580
6476743,86876,29,86876
6214342,75c07,70,60166
6286380,56145,14,56145
6349972,93590,2,93590
6212204,44674,320,44674
6253464,57519,14,57519
6248756,3710,226,3710
6218089,27925,326,27925
6226619,15279,326,31576
6214348,11213,14,11213
6214343,87618,70,87618
6270092,87747,15,87747
6245275,95344,28,29176
6227080,24496pat0004,297,24496
6269998,30133,0,30133
6280168,32124,0,50029
6251344,3626cpr2760,19,43165
6258674,42918pr0001,15,45355
6228424,3626cpr2620,78,38933
6228414,970c03pr1528,0,38931
6232035,28631pr0117,0,39148
6228430,3626cpr2622,78,38935
6228262,973c03h03pr4325,0,76382
6227724,973c03h03pr4326,0,88585
6227671,973c03h02pr4324,0,88585
6228441,15535pr0005,0,38940
6228281,970c03pr1527,0,38908
6228439,15535pr0004,0,38938
6228406,970c03pr1526,0,38927
6171064,14222pr0005,0,29027
480924,4809,14,4809
4216310,47415,19,47415
4255187,47415,86,47415
6145981,25550,4,25550
6020807,51704pr0003,1,95700
4547756,6474pr9987,1,86018
6182723,31196c01,1,76310
4540471,31111pr9994,73,84595
6225597,2431pr0105,15,38522
6218009,64392,321,64392
6227637,18592,297,18592
6359936,30304,15,77079
6132322,24248,47,24248
4264805,4885,272,4885
6174006,4733,27,4733
4541297,4559c01,10,64668
4255186,31025,191,31025
4222128,4375,272,4375
6182717,6515,4,75350
6134378,99563,71,99563
6018945,87651pr0001,308,12062
6184970,76371,71,76371
4540661,31110pr0075,1,84629
4257530,4066pr0151,10,52382
6470051,973c06h21pr0001,10,76382
6218006,2302pr0012,1,37394
6229012,14769pr1109,297,39018
6227031,36011,0,36011
6228891,973c27h21pr4333,297,76382
6253230,87552,41,35378
6228847,3626cpr2629,14,38986
6227028,36009,0,36009
4298163,54006c01,0,56936
6020760,64139pr0002,15,64642
6215346,35088,322,35088
4269800,52064,19,52064
6214736,6510,27,6510
6221587,4162pr0039,0,37797
4519404,2318c03,135,2318
6018817,88379pr0001,70,12054
6182786,31196c01,25,76310
4257447,52366,70,52366
6227339,38775,47,38775
4292789,31111,73,31111
6258695,15068pr0032,272,45351
4648959,98465pr0051,1,98465
4257445,52365,70,52365
6182721,31196c01,4,76310
6433544,10102769,9999,
6254519,40527,0,40527
6238676,3062b,57,35390
6271346,32015,0,41488
6182782,31196c01,14,76310
4245642,44538,71,44538
4560367,6295,71,6295
4528328,6469,1,6469
6147528,25551,25,25551
4156517,40710,14,
3102524,31025,14,31025
4264444,4375,25,4375
6246867,35299,19,35299
642821,6428,4,6428
6143247,92589,1103,92589
4250508,4882,1,4882
4276965,4860c02,25,73566
4224084,3966,27,3966
4261038,4543,3,4543
4263983,31023,71,31023
6021125,53898c03,73,53898
6439434,973c23h23pr6574,4,76382
6014062,3004,41,
6198486,76244,15,76244
6220708,18592,15,18592
6228604,970c03pr1529,0,38969
4536480,22307c01,0,64671
6245291,18908,41,35297
6194860,970c24pr1427,379,34350
4217425,6510,26,6510
4263586,53067,14,53067
4263598,53068,1,53068
4263014,42249,2,42249
6385475,61189pr0370,15,1039
6275771,48267,33,51446
4626928,53989,320,
6167260,30293,182,28686
4213321,30540,19,
6344095,6344095,9999,
4505034,75c10,0,
6212046,32580,15,32580
6219694,6219694,9999,
6032682,98604,297,98604
4158348,3795,462,
4621460,95543,73,95543
6468353,60593,4,3662
613328,6133,2,
6170703,46304,15,28976
4546928,4580c08,0,64665
6387270,92815c02pr0002,78,38558
6348233,98162pr0011,158,98162
6385500,973c27h03pr5947,15,76382
6227368,38790,47,38790
4164451,6479,6,6479
4265610,47415,135,47415
6219840,35189,72,35189
6486325,41764,25,41764
6133247,3069b,323,3069
4211268,4207,70,4207
4255188,47423,10,
4284178,6296,14,6296
4581350,4197pr0012,14,89936
6021042,31110pr0070,14,12723
6220701,41767,25,41767
6251117,98280,2,98280
6220703,41768,25,41768
6233490,11215,191,11215
6227936,3622pr0028,29,38880
6231519,3045,27,3045
6233491,6081,5,6081
6228010,15429pr0007,2,38888
6209823,14013c01,71,14013
6208524,26249,322,26249
6228033,3622pr0030,2,38889
6208526,15576,0,15576
6256080,60601,19,35316
6347297,61252,85,52738
6468341,60593,15,3662
6212926,14222pr9996,15,36624
6212924,35114pr0001,4,36623
6253136,3245cpr0150,25,43257
6023899,31202c03pr0002,0,95485
4165974,42405,0,42405
4293169,41195c02,0,40867
4505566,59135,4,60145
488224,4882,14,4882
4221454,6510,69,6510
4260193,4066,28,4066
6232034,20917pat0001,179,20917
6268531,58011c01,15,58011
6257975,973d08pr4645,0,76382
6350033,66857pr0018,1000,78971
6251333,30169,272,28839
6251324,973e030pr4519,15,76382
6223739,89522,10,34078
6250001,30414,321,30414
6231373,35459,484,35459
6044962,970c36pr0171,5,14997
6231382,35463,0,35463
6231383,35463,484,35463
6023515,970c22pr0220,4,95393
6510980,1686,1103,1686
4279605,54011pr0001,71,54011
6300325,23950,19,23950
6213780,76371pr9999,41,36793
6145267,17478,4,17478
6064180,40909,73,40909
6176389,3626cpr9981,4,29920
6353563,973c02h02,0,76382
6231376,3024,85,3024
4651121,47551pr0003,5,47551
6251116,19001c01,25,19001
6256579,15064,28,15064
6250858,16685,14,16685
6269939,18738,71,18738
6257547,57895pr0006,47,19602
6230581,85861,1,28626
6182716,6517,4,75349
4248271,2276pr0001,72,51671
6244761,30090,41,35244
6211863,18937c01,27,18937
6252561,6636pr0004,72,43175
6472395,3961pr9993,71,106801
6252320,19551pr0001,72,43207
6213895,98218,31,98218
6226633,98223pr0007,29,38644
6226653,3437pr0114,14,38651
6226629,17865pr0004,0,38641
6226635,36744pr0001,29,38647
6226650,4066pr0092,15,38650
6226661,4066pr0091,15,38656
6217670,32235,321,32235
4505555,59133,4,59133
4263480,40647pr0001,4,53061
4263153,42245,2,42245
4540627,41970pr0005,25,84614
4747423,47474,1,
6097206,973c03h12,0,88585
6133017,24476,9999,
6170872,43892,19,28959
6217916,5102c06,0,21766
6365490,80326,72,80326
6178597,75c24,15,85526
6047509,87846,1,87846
4583775,90005,70,
6269077,13564,70,13564
6275404,43719,14,41822
6254637,64453,40,39889
6269148,15362,179,15362
4654968,973c27h01,14,76382
4565908,44817,135,44817
6115715,21301,272,21301
82185,6489pr0001,4,82185
4285229,2032pr0001,71,54781
6514266,3065,34,35743
6236454,99563,191,99563
6250005,31287c03,15,76317
6326920,3068bpr9992,70,73211
6322824,98138,321,35381
6023662,63864pr0001,226,95299
4260627,51509a,1006,51509
6240213,6141,143,34823
73378,4537,14,73351
4540657,31110pr0075,4,84627
4620560,2300,72,2300
6315189,970c05pr9967,272,69386
6209691,24866,297,24866
6228287,36970,85,36970
6221073,61069,71,61069
4545653,59134,4,59134
6228383,3622pr0029,4,38921
6326137,98138pr0188,41,73054
4211195,4287c,70,4287
6330233,40066,70,40066
6147747,18937c03,29,18937
6289427,3297,25,3297
6249394,60770,4,60770
6228415,4490pr0006,29,38930
6229061,4490pr0010,158,39026
6229105,3622pr0040,1,39031
6234334,3623pr0023,3,39397
4264946,52923,135,52923
6254291,23444,15,29165
6016664,92254pat0001,320,11711
6234555,3623pr0024,29,39426
6229120,4490pr0012,15,39035
6229119,3622pr0041,15,39034
6229118,3623pr0022,15,39033
6229060,15429pr0012,15,39025
6228397,4490pr0004,3,38924
6228482,15429pr0011,321,38952
6229062,3622pr0039,3,39027
6229018,4490pr0009,158,39021
6228404,4490pr0005,2,38926
6228385,3623pr0019,2,38922
6229016,3622pr0038,29,39020
6228379,3623pr0018,4,38920
6228421,4490pr0007,5,38932
6228427,4490pr0008,484,38934
6229110,4490pr0011,25,39032
6103598,13532,73,20150
6023352,2951,0,2951
6097276,3811,10,3811
6434871,68211,10,68211
6347358,78795,9999,
6185053,3821,25,3821
6514026,59900,45,28701
4282583,4890,135,
6468834,5386,19,5386
6296107,42918,27,42918
6287844,98138pr0017,29,15826
4184495,4346,8,
6171721,30602,33,28659
6270136,98139,179,98139
6250127,76371,25,
6273218,98263,71,49422
6177369,41879a,308,90380
6402079,20482,14,31561
6097209,18945,10,
6244672,92710c05,15,92709
4262110,51547pr0005,10,52841
6218010,64682,321,64682
6313580,973c32h01pr5248,73,76382
4612898,4375,14,4375
4156515,40710,36,
4222347,6497,115,6497
6480921,10107621,9999,
6415719,11055pr0002,15,100961
6431178,75522,27,
